llamada_id,fecha,hora,franja_horaria,dia_semana,cliente,canal,agente_id,agente_antiguedad_meses,duracion_llamada,tiempo_espera,agentes_disponibles,motivo_llamada,fcr,escalada,csat,abandono
LC006325,2025-09-14,00:00,Noche,Domingo,Telco,Inbound,AG025,24,132.0,5.0,9,Soporte tecnico,1.0,0,3.5,0
LC006326,2025-09-14,00:10,Noche,Domingo,Banca,Outbound,AG016,1,0.0,43.1,3,Facturacion,,0,,1
LC006327,2025-09-14,00:21,Noche,Domingo,Banca,Inbound,AG022,15,232.0,5.2,8,Facturacion,0.0,0,2.5,0
LC006328,2025-09-14,01:39,Noche,Domingo,Telco,Chat,AG036,34,309.2,7.4,12,Facturacion,1.0,0,3.0,0
LC006329,2025-09-14,01:40,Noche,Domingo,Retail,Inbound,AG027,11,155.1,5.0,13,Otros,0.0,0,3.0,0
LC006330,2025-09-14,02:08,Noche,Domingo,Banca,Outbound,AG017,5,211.3,5.0,11,Otros,,0,4.0,0
LC006331,2025-09-14,02:16,Noche,Domingo,Retail,Inbound,AG004,16,265.0,23.0,13,Facturacion,1.0,0,4.0,0
LC006332,2025-09-14,03:05,Noche,Domingo,Telco,Chat,AG035,1,401.7,9.4,9,Soporte tecnico,0.0,0,,0
LC006333,2025-09-14,03:08,Noche,Domingo,Telco,Inbound,AG041,1,373.3,38.1,7,Soporte tecnico,1.0,0,3.5,0
LC006334,2025-09-14,03:12,Noche,Domingo,Telco,Inbound,AG022,15,609.8,39.7,8,Soporte tecnico,1.0,0,5.0,0
LC006335,2025-09-14,03:22,Noche,Domingo,Telco,Inbound,AG035,1,164.4,5.0,9,Facturacion,1.0,0,4.0,0
LC006336,2025-09-14,03:24,Noche,Domingo,Banca,Inbound,AG044,30,385.9,33.4,8,Otros,1.0,0,3.5,0
LC006337,2025-09-14,03:41,Noche,Domingo,Telco,Inbound,AG015,22,119.2,17.1,7,Otros,0.0,0,,0
LC006338,2025-09-14,03:56,Noche,Domingo,Banca,Outbound,AG040,40,534.2,6.5,14,Facturacion,0.0,1,5.0,0
LC006339,2025-09-14,04:19,Noche,Domingo,Telco,Inbound,AG044,30,388.9,13.9,4,Cancelacion,1.0,0,4.0,0
LC006340,2025-09-14,04:30,Noche,Domingo,Telco,Outbound,AG021,6,264.5,5.0,14,Facturacion,1.0,0,,0
LC006341,2025-09-14,04:37,Noche,Domingo,Retail,Outbound,AG013,27,3796.3,3732.6,13,Soporte tecnico,1.0,0,,0
LC006342,2025-09-14,04:43,Noche,Domingo,Retail,Chat,AG011,32,468.7,23.1,5,Otros,,0,,0
LC006343,2025-09-14,04:45,Noche,Domingo,Telco,Inbound,AG027,11,81.3,8.3,6,Soporte tecnico,1.0,0,4.5,0
LC006344,2025-09-14,05:08,Noche,Domingo,Retail,Inbound,AG031,46,172.4,7.0,7,Soporte tecnico,1.0,0,,0
LC006345,2025-09-14,05:37,Noche,Domingo,Banca,Inbound,AG044,30,0.0,26.9,3,Otros,,0,,1
LC006346,2025-09-14,05:37,Noche,Domingo,Telco,Inbound,AG032,47,652.0,5.0,12,Cancelacion,1.0,0,,0
LC006347,2025-09-14,05:41,Noche,Domingo,Retail,Inbound,AG030,41,254.4,7.8,14,Facturacion,1.0,0,,0
LC006348,2025-09-14,05:45,Noche,Domingo,Telco,Inbound,AG018,33,379.7,5.0,9,Soporte tecnico,1.0,0,,0
LC006349,2025-09-14,06:19,Noche,Domingo,Telco,Inbound,AG016,1,350.9,7.7,10,Cancelacion,1.0,0,3.5,0
LC006350,2025-09-14,06:23,Noche,Domingo,Banca,Outbound,AG035,1,31.6,14.6,14,Facturacion,1.0,0,4.5,0
LC006351,2025-09-14,06:48,Noche,Domingo,Telco,Inbound,AG009,23,169.7,19.9,9,Facturacion,1.0,0,,0
LC006352,2025-09-14,06:54,Noche,Domingo,Telco,Inbound,AG039,6,270.6,5.5,7,Otros,1.0,0,4.0,0
LC006353,2025-09-14,07:12,Manana,Domingo,Telco,Inbound,AG037,18,203.6,5.0,3,Facturacion,1.0,0,,0
LC006354,2025-09-14,07:19,Manana,Domingo,Banca,Inbound,AG010,14,111.4,6.9,11,Cancelacion,0.0,0,2.5,0
LC006355,2025-09-14,07:21,Manana,Domingo,Banca,Outbound,AG012,3,314.7,5.0,4,Facturacion,1.0,0,,0
LC006356,2025-09-14,07:24,Manana,Domingo,Telco,Outbound,AG008,43,295.4,2403.3,12,Otros,1.0,0,3.0,0
LC006357,2025-09-14,07:26,Manana,Domingo,Retail,Chat,AG003,45,97.6,20.4,14,Otros,1.0,0,,0
LC006358,2025-09-14,07:41,Manana,Domingo,Telco,Outbound,AG019,19,299.1,18.8,3,Otros,1.0,0,3.5,0
LC006359,2025-09-14,07:42,Manana,Domingo,Banca,Inbound,AG011,32,636.5,,4,Facturacion,1.0,0,,0
LC006360,2025-09-14,08:23,Manana,Domingo,Retail,Inbound,AG008,43,86.5,233.5,2,Soporte tecnico,1.0,0,4.0,0
LC006361,2025-09-14,08:45,Manana,Domingo,Retail,Chat,AG026,27,197.5,54.4,3,Soporte tecnico,1.0,0,,0
LC006362,2025-09-14,09:02,Manana,Domingo,Banca,Outbound,AG045,4,0.0,127.4,2,Otros,,0,,1
LC006363,2025-09-14,09:05,Manana,Domingo,Banca,Outbound,AG023,36,222.9,124.3,2,Facturacion,1.0,0,,0
LC006364,2025-09-14,09:11,Manana,Domingo,Telco,Outbound,AG010,14,0.0,5.0,3,Facturacion,,0,,1
LC006365,2025-09-14,09:45,Manana,Domingo,Banca,Inbound,AG018,33,295.8,33.1,5,Facturacion,1.0,0,5.0,0
LC006366,2025-09-14,09:45,Manana,Domingo,Telco,Outbound,AG012,3,445.8,99.0,2,Soporte tecnico,1.0,1,5.0,0
LC006367,2025-09-14,09:47,Manana,Domingo,Telco,Inbound,AG039,6,365.4,39.5,2,Cancelacion,1.0,1,3.0,0
LC006368,2025-09-14,09:49,Manana,Domingo,Telco,Inbound,AG026,27,124.5,125.7,2,Cancelacion,1.0,0,2.5,0
LC006369,2025-09-14,09:51,Manana,Domingo,Telco,Inbound,AG011,32,0.0,122.2,1,Facturacion,,0,,1
LC006370,2025-09-14,09:56,Manana,Domingo,Banca,Inbound,AG010,14,0.0,2078.1,1,Cancelacion,,0,,1
LC006371,2025-09-14,10:03,Manana,Domingo,Retail,Inbound,AG003,45,234.6,25.2,3,Cancelacion,0.0,1,,0
LC006372,2025-09-14,10:30,Manana,Domingo,Telco,Inbound,AG007,36,0.0,80.4,4,Soporte tecnico,,0,,1
LC006373,2025-09-14,10:52,Manana,Domingo,Telco,Inbound,AG004,16,468.9,53.3,1,Soporte tecnico,1.0,0,4.5,0
LC006374,2025-09-14,10:56,Manana,Domingo,Banca,Inbound,AG040,40,209.7,7.6,3,Cancelacion,,0,3.5,0
LC006375,2025-09-14,11:09,Manana,Domingo,Banca,Inbound,AG008,43,541.8,42.2,1,Facturacion,1.0,0,,0
LC006376,2025-09-14,11:15,Manana,Domingo,Telco,Outbound,AG038,18,108.2,19.2,4,Otros,1.0,0,,0
LC006377,2025-09-14,11:31,Manana,Domingo,Telco,Outbound,AG013,27,544.5,156.4,1,Facturacion,1.0,0,3.5,0
LC006378,2025-09-14,11:45,Manana,Domingo,Banca,Inbound,AG012,3,328.2,5.0,5,Otros,1.0,0,4.0,0
LC006379,2025-09-14,12:00,Manana,Domingo,Retail,Outbound,AG035,1,227.2,40.1,4,Cancelacion,0.0,1,3.0,0
LC006380,2025-09-14,12:40,Manana,Domingo,Telco,Inbound,AG038,18,0.0,26.8,4,Cancelacion,,0,,1
LC006381,2025-09-14,12:47,Manana,Domingo,Telco,Inbound,AG043,42,293.0,42.6,1,Facturacion,1.0,1,2.5,0
LC006382,2025-09-14,12:54,Manana,Domingo,Banca,Inbound,AG036,34,309.2,56.3,1,Otros,1.0,0,2.0,0
LC006383,2025-09-14,12:59,Manana,Domingo,Telco,Inbound,AG002,22,294.6,80.5,2,Facturacion,1.0,0,4.0,0
LC006384,2025-09-14,13:13,Tarde,Domingo,Telco,Outbound,AG015,22,563.7,14.7,7,Cancelacion,1.0,1,3.5,0
LC006385,2025-09-14,13:42,Tarde,Domingo,Banca,Inbound,AG034,31,80.1,5.0,4,Otros,1.0,0,2.5,0
LC006386,2025-09-14,13:50,Tarde,Domingo,Retail,Inbound,AG039,6,305.5,5.0,3,Facturacion,1.0,0,4.0,0
LC006387,2025-09-14,14:00,Tarde,Domingo,Telco,Inbound,AG026,27,143.7,26.5,5,Otros,1.0,0,4.0,0
LC006388,2025-09-14,14:26,Tarde,Domingo,Banca,Chat,AG005,13,529.1,33.9,7,Soporte tecnico,1.0,0,,0
LC006389,2025-09-14,14:40,Tarde,Domingo,Telco,Inbound,AG025,24,6774.9,2856.0,11,Cancelacion,1.0,1,5.0,0
LC006390,2025-09-14,14:58,Tarde,Domingo,Retail,Chat,AG034,31,224.7,10.3,10,Otros,0.0,0,4.5,0
LC006391,2025-09-14,15:28,Tarde,Domingo,Telco,Chat,AG004,16,167.4,5.0,11,Soporte tecnico,1.0,0,4.5,0
LC006392,2025-09-14,15:39,Tarde,Domingo,Banca,Outbound,AG034,31,410.9,66.7,7,Soporte tecnico,1.0,0,,0
LC006393,2025-09-14,15:50,Tarde,Domingo,Retail,Outbound,AG027,11,232.0,18.3,6,Soporte tecnico,1.0,0,,0
LC006394,2025-09-14,16:43,Tarde,Domingo,Retail,Inbound,AG042,47,220.3,37.0,5,Soporte tecnico,1.0,1,2.5,0
LC006395,2025-09-14,17:07,Tarde,Domingo,Banca,Inbound,AG029,33,167.3,7.5,5,Facturacion,1.0,0,,0
LC006396,2025-09-14,17:20,Tarde,Domingo,Telco,Chat,AG005,13,417.7,5.0,13,Facturacion,1.0,0,4.0,0
LC006397,2025-09-14,17:34,Tarde,Domingo,Telco,Inbound,AG018,33,475.9,5.0,6,Facturacion,1.0,0,4.5,0
LC006398,2025-09-14,17:41,Tarde,Domingo,Telco,Inbound,AG004,16,403.8,10.1,13,Facturacion,1.0,0,4.0,0
LC006399,2025-09-14,18:16,Tarde,Domingo,Banca,Inbound,AG001,28,110.7,63.9,7,Cancelacion,1.0,0,5.0,0
LC006400,2025-09-14,19:14,Tarde,Domingo,Banca,Outbound,AG020,36,222.9,6.5,12,Facturacion,1.0,0,3.0,0
LC006401,2025-09-14,19:32,Tarde,Domingo,Retail,Inbound,AG006,36,0.0,5.0,14,Facturacion,,0,,1
LC006402,2025-09-14,19:47,Tarde,Domingo,Telco,Inbound,AG020,36,330.8,5.0,9,Soporte tecnico,1.0,0,4.5,0
LC006403,2025-09-14,20:01,Noche,Domingo,Banca,Outbound,AG020,36,190.8,10.2,14,Otros,1.0,1,,0
LC006404,2025-09-14,20:11,Noche,Domingo,Retail,Inbound,AG027,11,53.4,5.0,11,Facturacion,1.0,0,2.5,0
LC006405,2025-09-14,20:15,Noche,Domingo,Retail,Inbound,AG026,27,167.1,22.5,14,Cancelacion,1.0,0,,0
LC006406,2025-09-14,20:20,Noche,Domingo,Banca,Inbound,AG032,47,142.0,11.8,13,Soporte tecnico,1.0,1,,0
LC006407,2025-09-14,20:33,Noche,Domingo,Banca,Inbound,AG010,14,63.1,5.0,14,Facturacion,1.0,1,3.5,0
LC006408,2025-09-14,21:47,Noche,Domingo,Banca,Inbound,AG018,33,445.6,43.0,6,Facturacion,1.0,0,,0
LC006409,2025-09-14,21:50,Noche,Domingo,Telco,Inbound,AG041,1,750.6,5.0,7,Soporte tecnico,0.0,0,,0
LC006410,2025-09-14,22:03,Noche,Domingo,Telco,Outbound,AG012,3,239.8,49.7,7,Facturacion,1.0,0,,0
LC006411,2025-09-14,22:17,Noche,Domingo,Banca,Outbound,AG010,14,611.4,6.3,6,Soporte tecnico,1.0,0,,0
LC006412,2025-09-14,23:03,Noche,Domingo,Telco,Inbound,AG024,33,266.6,5.0,5,Soporte tecnico,1.0,0,3.5,0
LC006413,2025-09-14,23:11,Noche,Domingo,Banca,Chat,AG024,33,170.0,10.7,9,Cancelacion,1.0,0,3.5,0
LC006414,2025-09-14,23:52,Noche,Domingo,Banca,Inbound,AG038,18,82.1,14.5,7,Facturacion,1.0,0,4.0,0
LC006415,2025-09-15,00:33,Noche,Lunes,Banca,Inbound,AG025,24,138.7,26.4,4,Soporte tecnico,1.0,0,4.5,0
LC006416,2025-09-15,00:57,Noche,Lunes,Telco,Outbound,AG008,43,290.8,5.0,11,Facturacion,1.0,0,2.5,0
LC006417,2025-09-15,01:24,Noche,Lunes,Telco,Inbound,AG014,19,0.0,15.9,3,Cancelacion,,0,,1
LC006418,2025-09-15,01:45,Noche,Lunes,Telco,Outbound,AG043,42,365.7,39.6,14,Facturacion,1.0,1,,0
LC006419,2025-09-15,02:00,Noche,Lunes,Telco,Inbound,AG031,46,236.4,9.4,6,Soporte tecnico,1.0,1,3.5,0
LC006420,2025-09-15,02:11,Noche,Lunes,Retail,Inbound,AG024,33,189.4,5.0,13,Otros,1.0,0,3.0,0
LC006421,2025-09-15,02:47,Noche,Lunes,Telco,Outbound,AG016,1,379.1,7.0,9,Soporte tecnico,1.0,0,,0
LC006422,2025-09-15,02:49,Noche,Lunes,Telco,Inbound,AG020,36,81.3,5.0,10,Facturacion,1.0,0,4.5,0
LC006423,2025-09-15,03:06,Noche,Lunes,Telco,Inbound,AG038,18,322.2,5.0,12,Otros,1.0,0,3.5,0
LC006424,2025-09-15,03:25,Noche,Lunes,Banca,Inbound,AG015,22,440.2,5.0,13,Soporte tecnico,1.0,0,2.5,0
LC006425,2025-09-15,03:51,Noche,Lunes,Banca,Inbound,AG014,19,145.5,5.0,13,Cancelacion,0.0,0,,0
LC006426,2025-09-15,04:48,Noche,Lunes,Telco,Outbound,AG012,3,222.8,5.0,8,Facturacion,1.0,0,3.0,0
LC006427,2025-09-15,04:54,Noche,Lunes,Retail,Outbound,AG034,31,97.0,5.0,9,Facturacion,1.0,0,3.0,0
LC006428,2025-09-15,05:15,Noche,Lunes,Retail,Outbound,AG008,43,0.0,10.5,11,Soporte tecnico,,0,,1
LC006429,2025-09-15,05:37,Noche,Lunes,Telco,Inbound,AG019,19,232.0,5.0,8,Facturacion,1.0,0,,0
LC006430,2025-09-15,05:53,Noche,Lunes,Banca,Inbound,AG005,13,260.1,24.5,9,Otros,1.0,0,4.0,0
LC006431,2025-09-15,06:21,Noche,Lunes,Banca,Outbound,AG027,11,432.4,9.9,4,Soporte tecnico,0.0,0,3.5,0
LC006432,2025-09-15,06:32,Noche,Lunes,Telco,Inbound,AG041,1,300.2,9.9,9,Facturacion,,0,,0
LC006433,2025-09-15,06:41,Noche,Lunes,Retail,Inbound,AG013,27,304.8,5.0,9,Facturacion,1.0,0,3.5,0
LC006434,2025-09-15,06:51,Noche,Lunes,Telco,Outbound,AG032,47,417.7,5.4,4,Cancelacion,1.0,1,4.5,0
LC006435,2025-09-15,07:14,Manana,Lunes,Telco,Inbound,AG031,46,0.0,64.9,7,Otros,,0,,1
LC006436,2025-09-15,07:29,Manana,Lunes,Telco,Outbound,AG041,1,399.4,29.3,6,Soporte tecnico,1.0,0,,0
LC006437,2025-09-15,08:14,Manana,Lunes,Banca,Inbound,AG037,18,334.7,200.8,2,Facturacion,1.0,0,,0
LC006438,2025-09-15,08:28,Manana,Lunes,Retail,Outbound,AG002,22,0.0,6.8,5,Soporte tecnico,,0,,1
LC006439,2025-09-15,08:38,Manana,Lunes,Telco,Inbound,AG007,36,196.7,42.2,5,Otros,1.0,0,,0
LC006440,2025-09-15,09:08,Manana,Lunes,Telco,Chat,AG011,32,180.8,17.0,2,Facturacion,1.0,0,3.5,0
LC006441,2025-09-15,09:17,Manana,Lunes,Banca,Inbound,AG011,32,397.2,51.6,4,Soporte tecnico,1.0,0,3.0,0
LC006442,2025-09-15,09:21,Manana,Lunes,Telco,Chat,AG023,36,488.9,119.3,2,Soporte tecnico,1.0,0,1.5,0
LC006443,2025-09-15,09:33,Manana,Lunes,Telco,Inbound,AG031,46,0.0,26.9,1,Otros,,0,,1
LC006444,2025-09-15,09:48,Manana,Lunes,Telco,Outbound,AG044,30,288.4,14.0,5,Soporte tecnico,1.0,1,4.5,0
LC006445,2025-09-15,10:09,Manana,Lunes,Telco,Outbound,AG045,4,309.8,104.2,1,Facturacion,1.0,0,,0
LC006446,2025-09-15,10:37,Manana,Lunes,Telco,Inbound,AG008,43,554.6,90.1,4,Facturacion,1.0,0,,0
LC006447,2025-09-15,11:06,Manana,Lunes,Telco,Inbound,AG032,47,341.6,,1,Facturacion,1.0,0,,0
LC006448,2025-09-15,11:21,Manana,Lunes,Telco,Chat,AG021,6,567.1,30.5,4,Otros,1.0,1,3.0,0
LC006449,2025-09-15,11:25,Manana,Lunes,Banca,Inbound,AG031,46,429.4,9.9,2,Otros,1.0,0,4.5,0
LC006450,2025-09-15,12:00,Manana,Lunes,Telco,Outbound,AG001,28,0.0,26.5,3,Cancelacion,,0,,1
LC006451,2025-09-15,12:55,Manana,Lunes,Retail,Inbound,AG013,27,146.1,36.7,3,Soporte tecnico,1.0,0,,0
LC006452,2025-09-15,12:59,Manana,Lunes,Telco,Outbound,AG011,32,319.6,104.7,2,Cancelacion,1.0,0,,0
LC006453,2025-09-15,13:19,Tarde,Lunes,Banca,Inbound,AG029,33,97.4,215.1,3,Facturacion,1.0,0,4.0,0
LC006454,2025-09-15,13:32,Tarde,Lunes,Retail,Outbound,AG004,16,0.0,21.9,4,Soporte tecnico,,0,,1
LC006455,2025-09-15,13:32,Tarde,Lunes,Telco,Inbound,AG036,34,162.8,7.1,9,Otros,1.0,0,,0
LC006456,2025-09-15,13:51,Tarde,Lunes,Banca,Inbound,AG015,22,244.0,18.9,4,Facturacion,1.0,0,4.0,0
LC006457,2025-09-15,13:53,Tarde,Lunes,Retail,Inbound,AG003,45,216.9,8.2,13,Facturacion,,0,,0
LC006458,2025-09-15,14:07,Tarde,Lunes,Telco,Outbound,AG029,33,737.6,5.0,5,Facturacion,1.0,0,3.5,0
LC006459,2025-09-15,14:11,Tarde,Lunes,Retail,Inbound,AG021,6,102.7,5.0,13,Facturacion,1.0,1,3.5,0
LC006460,2025-09-15,14:24,Tarde,Lunes,Telco,Inbound,AG002,22,403.5,5.0,12,Cancelacion,1.0,0,3.5,0
LC006461,2025-09-15,15:17,Tarde,Lunes,Telco,Outbound,AG006,36,295.5,5.0,5,Facturacion,1.0,0,4.5,0
LC006462,2025-09-15,15:45,Tarde,Lunes,Banca,Inbound,AG031,46,284.7,7.8,10,Cancelacion,1.0,0,,0
LC006463,2025-09-15,15:51,Tarde,Lunes,Telco,Chat,AG024,33,556.0,5.0,9,Cancelacion,1.0,0,3.0,0
LC006464,2025-09-15,16:19,Tarde,Lunes,Banca,Outbound,AG040,40,309.1,5.0,3,Otros,1.0,0,,0
LC006465,2025-09-15,16:40,Tarde,Lunes,Retail,Inbound,AG017,5,439.5,5.0,10,Otros,1.0,0,4.0,0
LC006466,2025-09-15,16:45,Tarde,Lunes,Retail,Inbound,AG005,13,170.9,11.5,5,Soporte tecnico,0.0,1,,0
LC006467,2025-09-15,16:50,Tarde,Lunes,Banca,Outbound,AG002,22,145.9,6.4,7,Facturacion,1.0,0,,0
LC006468,2025-09-15,16:58,Tarde,Lunes,Retail,Inbound,AG012,3,0.0,21.3,9,Facturacion,,0,,1
LC006469,2025-09-15,17:06,Tarde,Lunes,Telco,Outbound,AG005,13,299.9,5.0,5,Soporte tecnico,1.0,0,4.5,0
LC006470,2025-09-15,17:32,Tarde,Lunes,Telco,Inbound,AG042,47,273.3,5.0,10,Facturacion,1.0,1,4.5,0
LC006471,2025-09-15,17:41,Tarde,Lunes,Banca,Inbound,AG041,1,159.9,5.0,10,Otros,1.0,0,5.0,0
LC006472,2025-09-15,18:00,Tarde,Lunes,Banca,Inbound,AG020,36,90.8,5.0,11,Soporte tecnico,1.0,0,4.0,0
LC006473,2025-09-15,18:02,Tarde,Lunes,Banca,Chat,AG008,43,309.7,13.2,8,Otros,1.0,0,4.0,0
LC006474,2025-09-15,18:04,Tarde,Lunes,Banca,Outbound,AG001,28,211.8,18.5,4,Cancelacion,0.0,0,3.5,0
LC006475,2025-09-15,18:14,Tarde,Lunes,Telco,Inbound,AG006,36,265.5,9.6,10,Otros,1.0,0,,0
LC006476,2025-09-15,18:28,Tarde,Lunes,Banca,Chat,AG011,32,323.7,9.5,12,Otros,1.0,0,5.0,0
LC006477,2025-09-15,18:42,Tarde,Lunes,Retail,Inbound,AG003,45,382.2,9.9,4,Facturacion,1.0,0,5.0,0
LC006478,2025-09-15,18:52,Tarde,Lunes,Banca,Outbound,AG031,46,387.0,25.0,11,Cancelacion,1.0,0,5.0,0
LC006479,2025-09-15,19:13,Tarde,Lunes,Telco,Outbound,AG028,23,0.0,5.0,4,Facturacion,,0,,1
LC006480,2025-09-15,20:11,Noche,Lunes,Banca,Outbound,AG043,42,350.9,5.0,9,Otros,1.0,1,,0
LC006481,2025-09-15,20:13,Noche,Lunes,Telco,Inbound,AG005,13,356.9,8.6,14,Cancelacion,1.0,0,4.0,0
LC006482,2025-09-15,20:13,Noche,Lunes,Retail,Inbound,AG026,27,127.2,78.8,5,Facturacion,1.0,1,4.5,0
LC006483,2025-09-15,20:29,Noche,Lunes,Telco,Outbound,AG016,1,329.3,5.7,3,Otros,1.0,1,4.5,0
LC006484,2025-09-15,21:05,Noche,Lunes,Telco,Inbound,AG031,46,236.4,14.0,10,Facturacion,1.0,0,,0
LC006485,2025-09-15,21:06,Noche,Lunes,Telco,Inbound,AG028,23,243.8,5.0,13,Soporte tecnico,1.0,0,3.0,0
LC006486,2025-09-15,21:07,Noche,Lunes,Telco,Outbound,AG007,36,503.0,5.0,9,Soporte tecnico,1.0,0,3.5,0
LC006487,2025-09-15,21:31,Noche,Lunes,Banca,Outbound,AG038,18,95.5,7.9,5,Otros,0.0,1,5.0,0
LC006488,2025-09-15,22:25,Noche,Lunes,Telco,Inbound,AG009,23,775.8,6.4,3,Otros,1.0,0,5.0,0
LC006489,2025-09-15,22:30,Noche,Lunes,Retail,Inbound,AG039,6,217.3,6.2,14,Soporte tecnico,,0,,0
LC006490,2025-09-15,22:32,Noche,Lunes,Banca,Inbound,AG035,1,109.3,24.4,14,Facturacion,1.0,0,4.0,0
LC006491,2025-09-15,22:35,Noche,Lunes,Telco,Outbound,AG043,42,,24.6,12,Facturacion,1.0,0,,0
LC006492,2025-09-15,22:39,Noche,Lunes,Banca,Outbound,AG027,11,139.7,14.1,6,Soporte tecnico,1.0,0,3.0,0
LC006493,2025-09-15,22:44,Noche,Lunes,Banca,Outbound,AG012,3,0.0,21.5,7,Facturacion,,0,,1
LC006494,2025-09-15,22:45,Noche,Lunes,Banca,Outbound,AG025,24,395.2,5.0,5,Cancelacion,1.0,0,3.5,0
LC006495,2025-09-15,22:58,Noche,Lunes,Banca,Outbound,AG043,42,337.5,13.0,7,Soporte tecnico,1.0,0,2.0,0
LC006496,2025-09-15,22:58,Noche,Lunes,Telco,Inbound,AG029,33,593.6,51.3,3,Cancelacion,1.0,1,4.0,0
LC006497,2025-09-15,23:14,Noche,Lunes,Banca,Inbound,AG031,46,163.4,5.0,9,Facturacion,1.0,0,2.5,0
LC006498,2025-09-15,23:31,Noche,Lunes,Telco,Outbound,AG034,31,431.9,3542.1,4,Soporte tecnico,1.0,0,5.0,0
LC006499,2025-09-15,23:37,Noche,Lunes,Banca,Inbound,AG033,29,660.4,,7,Facturacion,1.0,0,3.5,0
LC006500,2025-09-15,23:38,Noche,Lunes,Retail,Chat,AG027,11,250.2,5.0,12,Soporte tecnico,1.0,0,2.5,0
LC006501,2025-09-15,23:40,Noche,Lunes,Telco,Chat,AG002,22,594.3,8.4,4,Soporte tecnico,0.0,0,2.5,0
LC006502,2025-09-15,23:58,Noche,Lunes,Banca,Inbound,AG014,19,259.2,5.0,10,Soporte tecnico,1.0,0,5.0,0
LC006503,2025-09-16,00:11,Noche,Martes,Telco,Inbound,AG013,27,183.1,15.1,5,Facturacion,1.0,0,,0
LC006504,2025-09-16,00:16,Noche,Martes,Telco,Inbound,AG024,33,728.2,6.0,3,Cancelacion,1.0,0,,0
LC006505,2025-09-16,00:23,Noche,Martes,Banca,Outbound,AG005,13,267.4,32.4,8,Soporte tecnico,1.0,0,,0
LC006506,2025-09-16,01:02,Noche,Martes,Banca,Outbound,AG034,31,267.8,14.4,13,Facturacion,1.0,0,,0
LC006507,2025-09-16,01:30,Noche,Martes,Telco,Inbound,AG023,36,0.0,27.6,10,Soporte tecnico,,0,,1
LC006508,2025-09-16,01:45,Noche,Martes,Telco,Outbound,AG019,19,507.7,26.0,9,Soporte tecnico,1.0,0,,0
LC006509,2025-09-16,01:49,Noche,Martes,Retail,Outbound,AG030,41,0.0,6.2,8,Facturacion,,0,,1
LC006510,2025-09-16,02:26,Noche,Martes,Telco,Inbound,AG043,42,168.2,23.7,7,Facturacion,1.0,0,,0
LC006511,2025-09-16,02:28,Noche,Martes,Telco,Inbound,AG016,1,154.0,7.9,10,Facturacion,0.0,0,2.0,0
LC006512,2025-09-16,02:56,Noche,Martes,Retail,Inbound,AG040,40,127.7,5.0,12,Facturacion,0.0,0,4.0,0
LC006513,2025-09-16,03:23,Noche,Martes,Retail,Inbound,AG034,31,327.1,8.3,6,Facturacion,1.0,0,,0
LC006514,2025-09-16,03:59,Noche,Martes,Telco,Inbound,AG011,32,337.0,10.7,9,Facturacion,1.0,0,4.0,0
LC006515,2025-09-16,04:05,Noche,Martes,Retail,Inbound,AG014,19,226.2,49.8,4,Facturacion,0.0,0,4.5,0
LC006516,2025-09-16,04:12,Noche,Martes,Telco,Chat,AG015,22,228.0,5.0,11,Otros,1.0,0,,0
LC006517,2025-09-16,04:39,Noche,Martes,Telco,Inbound,AG035,1,313.0,6.6,10,Facturacion,,0,,0
LC006518,2025-09-16,04:47,Noche,Martes,Retail,Inbound,AG007,36,358.0,5.0,14,Facturacion,1.0,0,4.5,0
LC006519,2025-09-16,05:02,Noche,Martes,Retail,Inbound,AG029,33,124.2,5.0,14,Facturacion,1.0,1,4.5,0
LC006520,2025-09-16,05:09,Noche,Martes,Telco,Outbound,AG044,30,0.0,9.7,6,Otros,,0,,1
LC006521,2025-09-16,05:15,Noche,Martes,Telco,Outbound,AG022,15,5326.7,7.9,9,Soporte tecnico,1.0,0,4.5,0
LC006522,2025-09-16,05:29,Noche,Martes,Telco,Outbound,AG023,36,557.3,46.3,3,Soporte tecnico,1.0,0,4.5,0
LC006523,2025-09-16,05:32,Noche,Martes,Telco,Outbound,AG024,33,388.3,21.1,7,Cancelacion,1.0,0,,0
LC006524,2025-09-16,05:55,Noche,Martes,Banca,Inbound,AG035,1,261.9,10.0,4,Facturacion,0.0,0,,0
LC006525,2025-09-16,06:40,Noche,Martes,Banca,Inbound,AG010,14,463.0,12.2,4,Otros,1.0,0,4.5,0
LC006526,2025-09-16,06:45,Noche,Martes,Banca,Outbound,AG008,43,0.0,8.0,4,Facturacion,,0,,1
LC006527,2025-09-16,07:05,Manana,Martes,Banca,Inbound,AG012,3,0.0,18.5,4,Soporte tecnico,,0,,1
LC006528,2025-09-16,07:12,Manana,Martes,Retail,Outbound,AG029,33,0.0,9.3,7,Facturacion,,0,,1
LC006529,2025-09-16,07:39,Manana,Martes,Telco,Inbound,AG029,33,52.9,28.2,6,Cancelacion,1.0,0,,0
LC006530,2025-09-16,07:53,Manana,Martes,Banca,Chat,AG023,36,337.0,6.7,3,Facturacion,1.0,0,,0
LC006531,2025-09-16,08:07,Manana,Martes,Retail,Inbound,AG026,27,388.5,5.0,4,Soporte tecnico,1.0,0,3.5,0
LC006532,2025-09-16,08:11,Manana,Martes,Telco,Inbound,AG037,18,362.7,5.0,4,Facturacion,1.0,0,,0
